Zeit: 20.30°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  7373 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7375 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7377 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7379 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7381 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7383 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7385 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7387 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7389 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7391 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7393 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7395 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7397 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7399 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7401 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7403 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7405 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7407 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7409 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7412 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7414 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7416 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7418 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7420 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7422 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7424 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7426 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7428 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7430 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7432 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7434 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7436 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7438 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7440 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7442 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7444 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7446 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7448 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7450 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7452 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7454 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7456 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7458 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7460 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7462 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7464 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7466 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7468 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7470 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7472 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7474 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7476 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7478 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7480 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7482 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7484 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7486 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7488 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7491 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7493 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7495 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7497 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7499 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7501 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7503 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7505 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7507 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7509 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7511 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7513 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7515 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7517 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7519 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7521 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7523 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7525 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7527 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7529 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7531 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7533 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7535 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7537 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7539 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7541 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7543 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7545 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7547 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7549 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7551 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7553 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7555 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7557 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7559 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7561 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7563 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7565 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7567 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7570 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7572 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7574 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7576 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7578 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7580 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7582 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7584 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7586 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7588 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7590 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7592 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7594 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7596 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7598 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7600 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7602 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7604 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7606 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7608 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7610 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7612 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7614 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7616 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7618 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7620 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7622 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7624 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7626 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7628 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7630 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7632 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7634 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7636 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7638 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7640 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7642 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7644 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7646 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7649 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7651 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7653 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7655 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7657 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7659 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7661 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7663 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7665 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7667 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7669 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7671 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7673 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7675 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7677 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7679 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7681 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7683 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7685 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7687 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7689 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7691 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7693 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7695 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7697 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7699 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7701 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7703 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7705 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7707 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7709 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7711 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7713 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7715 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7717 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7719 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7721 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7723 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7725 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7728 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7730 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7732 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7734 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7736 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7738 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7740 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7742 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7744 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7746 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7748 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7750 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7752 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7754 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7756 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7758 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7760 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7762 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7764 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7766 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7768 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7770 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7772 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7774 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7776 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7778 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7780 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7782 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7784 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7786 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7788 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7790 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7792 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7794 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7796 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7798 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7800 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7802 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7805 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7807 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7809 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7811 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7813 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7815 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7817 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7819 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7821 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7823 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7825 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7827 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7829 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7831 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7833 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7835 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7837 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7839 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7841 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7843 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7845 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7847 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7849 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7851 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7853 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7855 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7857 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7859 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7861 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7863 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7865 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7867 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7869 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7871 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7873 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7875 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7877 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7879 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7881 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7884 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7886 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7888 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7890 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7892 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7894 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  7896 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7898 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7900 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7902 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7904 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7906 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7908 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7910 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7912 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7914 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7916 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7918 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7920 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7922 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7924 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7926 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7928 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7930 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7932 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7934 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7936 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7938 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7940 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7942 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7944 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7946 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7948 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7950 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7952 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7954 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7956 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7958 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7960 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7962 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7965 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7967 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7969 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7971 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7973 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7975 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7977 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7979 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7981 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7983 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7985 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
